headword,CEFR,lemma
sports,B1,sport
sports center/sports centre,A2,sport
sportsmanship,B1,sportsmanship
spot,A1,spot
spot,B2,spot
spray,B2,spray
spray,B2,spray
spread,A2,spread
spread,B2,spread
spreadsheet,B2,spreadsheet
spring,A1,spring
sprint,B2,sprint
spur,B2,spur
spy,A1,spy
squad,B2,squad
square,A2,square
square,A2,square
squash,B2,squash
squash,B2,squash
squeeze,B2,squeeze
stab,B2,stab
stability,B2,stability
stable,B1,stable
stack,B2,stack
stadium,A2,stadium
staff,A2,staff
stage,A1,stage
stagger,B2,stagger
stain,B2,stain
stain,B2,stain
stair,A2,stair
stake,B2,stake
stall,B1,stall
stammer,B2,stammer
stamp,A2,stamp
stamp,B2,stamp
stand,A1,stand
stand,A2,stand
standard,B2,standard
standard,B1,standard
standby,B2,standby
standstill,B2,standstill
stanza,B2,stanza
star,A1,star
star,B1,star
stare,B1,stare
start,A1,start
start,A1,start
startle,B2,startle
starvation,B2,starvation
starve,B2,starve
starving,B2,starve
state,B2,state
state,A2,state
state,B2,state
statement,A2,statement
statesman,B2,statesman
statewide,B2,statewide
station,A1,station
statistics,B2,statistic
statue,A2,statue
status,B1,status
stay,B1,stay
stay,A1,stay
steadily,B1,steadily
steady,B1,steady
steak,A2,steak
steal,A2,steal
steam,B1,steam
steel,B1,steel
steely,B2,steely
steep,B1,steep
steer,B2,steer
steering wheel,B2,steer
stem,B1,stem
step,A2,step
step,A1,step
stepfather,B2,stepfather
stepmother,B2,stepmother
stereotype,B2,stereotype
stern,B2,stern
stew,B2,stew
stick,B2,stick
stick,B1,stick
sticker,B1,sticker
sticky,B1,sticky
stiff,B2,stiff
still,A1,still
still,A2,still
stimulant,B2,stimulant
stimulate,B2,stimulate
stimulation,B2,stimulation
stingy,B2,stingy
stink,B2,stink
stir,B1,stir
stitch,B2,stitch
stock,B2,stock
stock market,B2,stock
stockpile,B2,stockpile
stomach,A2,stomach
stomachache,A2,stomachache
stone,A1,stone
stonework,B2,stonework
stool,B2,stool
stop,A1,stop
stop,A1,stop
stopover,B2,stopover
stopwatch,B2,stopwatch
storage,B1,storage
store,A1,store
store,B2,store
storm,A2,storm
stormy,B1,stormy
story,A1,story
storyteller,B1,storyteller
stove,A2,stove
straight,A2,straight
straight,A1,straight
straighten,B2,straighten
straightforward,B2,straightforward
strain,B1,strain
strain,B2,strain
strait,B2,strait
strand,B2,strand
strange,A1,strange
strangely,B1,strangely
stranger,A2,strange
strangle,B2,strangle
strategic,B1,strategic
strategy,A2,strategy
straw,B1,straw
strawberry,B1,strawberry
stream,B1,stream
stream,B1,stream
street,A1,street
strength,A2,strength
strengthen,B1,strengthen
stress,B1,stress
stress,B2,stress
stressed,B1,stress
stressful,B1,stressful
stretch,B1,stretch
stricken,B1,stricken
strict,A1,strict
strictly,B2,strictly
stride,B2,stride
strike,A2,strike
strike,B1,strike
striking,B2,strike
string,A2,string
strip,B1,strip
strip,B2,strip
stripe,B1,stripe
strive,B2,strive
stroke,B2,stroke
stroke,B2,stroke
strong,A1,strong
strongly,A2,strongly
structure,A2,structure
struggle,B1,struggle
struggle,B2,struggle
stubborn,B1,stubborn
stubbornly,B2,stubbornly
stuck,B1,stick
student,A1,student
studio,B1,studio
study,A2,study
study,A1,study
stuff,A2,stuff
stuff,B2,stuff
stuffed,B1,stuff
stumble,B1,stumble
stun,B1,stun
stunning,B1,stunning
stupid,B1,stupid
style,A2,style
stylish,B1,stylish
stylist,B2,stylist
subconscious,B1,subconscious
subcontinent,B2,subcontinent
subculture,B2,subculture
subdivision,B2,subdivision
subject,A1,subject
subjunctive,B2,subjunctive
submarine,B1,submarine
submit,B2,submit
subplot,B2,subplot
subside,B2,subside
substance,B2,substance
substantial,B1,substantial
substitute,B1,substitute
substitute,B2,substitute
subtitle,B2,subtitle
subtle,B2,subtle
subtract,B2,subtract
suburb,B2,suburb
subway,A1,subway
succeed,A2,succeed
success,A2,success
successful,A1,successful
successfully,A2,successfully
successive,B2,successive
such,A2,such
such,A2,such
suck,B2,suck
sudden,A2,sudden
suddenly,B1,suddenly
sue,B2,sue
suffer,B1,suffer
suffering,B2,suffer
sufficient,B1,sufficient
sufficiently,B2,sufficiently
suffix,B1,suffix
sugar,A1,sugar
suggest,A2,suggest
suggestion,A1,suggestion
suicide,B1,suicide
suit,A2,suit
suit,A2,suit
suitable,A2,suitable
suitably,B2,suitably
suitcase,A2,suitcase
sulfur/sulphur,B2,sulfur
sum,A1,sum
summarize/summarise,B1,summarize
summary,A2,summary
summer,A1,summer
summit,B1,summit
sun,A1,sun
sunbathe,B1,sunbathe
sunbeam,B2,sunbeam
Sunday,A1,Sunday
sundial,B1,sundial
sunflower,A2,sunflower
sunglasses,A2,sunglass
sunlight,A2,sunlight
sunny,A1,sunny
sunrise,B1,sunrise
sunset,B1,sunset
sunshine,A1,sunshine
super,A1,super
superb,B2,superb
superintendent,B2,superintendent
superior,B1,superior
superlative,A2,superlative
supermarket,A1,supermarket
supernatural,B2,supernatural
superstar,A2,superstar
superstition,B1,superstition
supervise,B2,supervise
supervision,B2,supervision
supervisor,B2,supervisor
supper,A2,supper
supplement,B2,supplement
supplier,B2,supplier
supply,B1,supply
supply,B2,supply
support,A2,support
support,B1,support
supporter,B1,supporter
supportive,B1,supportive
suppose,B1,suppose
supposedly,B1,supposedly
suppress,B2,suppress
sure,A1,sure
sure,A2,sure
surely,B1,surely
surf,A1,surf
surf,A2,surf
surface,B1,surface
surfing,A2,surf
surge,B2,surge
surgeon,B1,surgeon
surgery,B1,surgery
surname,A2,surname
surprise,A1,surprise
surprise,B1,surprise
surprised,A2,surprised
surprising,A2,surprising
surprisingly,B1,surprisingly
surrender,B2,surrender
surround,B1,surround
surrounding,B1,surround
surroundings,B2,surrounding
surveillance,B2,surveillance
survey,A1,survey
survival,B1,survival
survive,A2,survive
survivor,B1,survivor
suspect,B1,suspect
suspect,B2,suspect
suspend,B2,suspend
suspicion,B1,suspicion
suspicious,B2,suspicious
suspiciously,B2,suspiciously
sustain,B2,sustain
swallow,A2,swallow
swan,B2,swan
swarm,B1,swarm
swear,B1,swear
sweat,B1,sweat
sweat,A2,sweat
sweater,A2,sweater
sweatshirt,B1,sweatshirt
sweep,B2,sweep
sweet,A1,sweet
sweet,A2,sweet
sweetheart,A2,sweetheart
swell,B1,swell
swift,B2,swift
swim,A1,swim
swim,A1,swim
swimmer,B1,swimmer
swimming,A1,swim
swimming costume,A2,swimming
swimming pool,A1,swimming
swimsuit,A2,swimsuit
swing,B2,swing
swing,B2,swing
switch,B1,switch
switch,B1,switch
swollen,B1,swollen
sword,B1,sword
syllable,B2,syllable
symbol,A2,symbol
symbolic,B2,symbolic
sympathetic,B2,sympathetic
sympathize/sympathise,B2,sympathize
sympathy,B1,sympathy
symphony,A2,symphony
symptom,B1,symptom
syndrome,B1,syndrome
synonym,B2,synonym
system,A2,system
systematic,B1,systematic
table,A1,table
table tennis,A2,table
tablecloth,B2,tablecloth
tablespoon,A2,tablespoon
tablet,B1,tablet
tabloid,B2,tabloid
tabloid,B2,tabloid
tack,B2,tack
tackle,B2,tackle
tactile,B2,tactile
tag,B2,tag
tail,B2,tail
take,B1,take
take,A1,take
takeaway,B1,takeaway
takeoff/take-off,B1,takeoff
tale,B1,tale
talent,A2,talent
talented,B1,talente
talk,B1,talk
talk,A1,talk
talkative,B1,talkative
tall,A1,tall
tame,B2,tame
tan,B2,tan
tank,B1,tank
tanned,B2,tan
tap,A2,tap
tap,B2,tap
tape,A2,tape
tape,B1,tape
target,A2,target
task,A2,task
taste,B1,taste
taste,B1,taste
tasteless,B1,tasteless
tasty,B1,tasty
tatter,B2,tatter
tattoo,B2,tattoo
taunt,B2,taunt
tax,B1,tax
taxi,A1,taxi
tea,A1,tea
teach,A1,teach
teacher,A1,teacher
teaching,B1,teach
team,A1,team
teammate,B1,teammate
teamwork,B1,teamwork
tear,A2,tear
tear,B1,tear
tease,B1,tease
tease,B2,tease
teaspoon,B2,teaspoon
technical,B2,technical
technically,B2,technically
technique,B1,technique
technological,B1,technological
technology,A1,technology
teen,B1,teen
teenage,A2,teenage
teenager,A2,teenager
telecommunications,B1,telecommunication
telegram,B1,telegram
telephone,A1,telephone
telephone,A2,telephone
telescope,B2,telescope
television,A1,television
tell,A1,tell
teller,B1,teller
temper,B1,temper
temperate,B2,temperate
temperature,A2,temperature
temple,A1,temple
temporarily,B2,temporarily
temporary,B1,temporary
tempt,B1,tempt
temptation,B2,temptation
ten,A1,ten
tend,B1,tend
tendency,B1,tendency
tender,B2,tender
tenderly,B2,tenderly
tenderness,B2,tenderness
tennis,A1,tennis
tense,B1,tense
tense,B1,tense
tension,B1,tension
tent,B1,tent
term,B1,term
terminal,B1,terminal
terrace,B2,terrace
terrible,A1,terrible
terribly,B1,terribly
terrific,B1,terrific
terrified,B1,terrify
terrify,A2,terrify
terrifying,B2,terrify
territory,B2,territory
terror,B1,terror
terrorism,B1,terrorism
terrorist,A2,terrorist
terrorist,B1,terrorist
test,A1,test
test,B2,test
testify,B2,testify
testimony,B2,testimony
text,A2,text
text,A2,text
text message,A2,text
textbook,A2,textbook
than,A1,than
than,A1,than
thank,A1,thank
thankful,B1,thankful
thanks,A1,thank
that,B2,that
that,A1,that
that,A1,that
that,A1,that
the,A1,the
theater/theatre,A1,theater
theft,B1,theft
their,A1,their
theirs,A2,theirs
them,A1,they
theme,B2,theme
themselves,A2,themselves
then,A1,then
theorist,B2,theorist
theory,B1,theory
therapist,B2,therapist
therapy,B2,therapy
there,A1,there
thereafter,B2,thereafter
therefore,A2,therefore
thermometer,B2,thermometer
these,A1,these
these,A1,these
thesis,B2,thesis
they,A1,they
thick,A1,thick
thickly,B2,thickly
thickness,B2,thickness
thief,A2,thief
thigh,B2,thigh
thin,A1,thin
thing,A1,thing
think,A1,think
thinker,B2,thinker
third,A2,third
third person,B2,third
thirdly,B2,thirdly
thirst,B2,thirst
thirst,B1,thirst
thirsty,A2,thirsty
thirteen,A1,thirteen
thirty,A1,thirty
this,A1,this
this,A1,this
thorough,B1,thorough
thoroughly,B2,thoroughly
those,A1,those
those,A1,those
though,B2,though
though,A2,though
thought,A2,think
thoughtful,B2,thoughtful
thoughtless,B2,thoughtless
thousand,A2,thousand
thread,B2,thread
threat,B1,threat
threaten,B2,threaten
threatening,B1,threaten
three,A1,three
thrill,B2,thrill
thrilled,B2,thrill
thriller,B1,thriller
thrilling,B2,thrill
throat,B2,throat
through,B1,through
through,A1,through
throughout,B1,throughout
throw,A1,throw
throw,A2,throw
thumb,B1,thumb
thump,B1,thump
thunder,B1,thunder
thunderous,B1,thunderous
thunderstorm,A2,thunderstorm
Thursday,A1,Thursday
thus,B1,thus
tick,B1,tick
tick,B1,tick
ticket,A1,ticket
tickle,B2,tickle
tide,B1,tide
tidy,A2,tidy
tidy,A2,tidy
tie,A2,tie
tie,B1,tie
tiger,A1,tiger
tight,A1,tight
tight,B2,tight
tighten,B1,tighten
tightly,B1,tightly
tightrope,B2,tightrope
tights,A2,tight
tile,B1,tile
till,B1,till
till,A2,till
time,A1,time
time,B2,time
timeless,B2,timeless
timeliness,B2,timeliness
timely,B1,timely
times,B2,time
timetable,A2,timetable
timing,B2,time
tin,B1,tin
tiny,B1,tiny
tip,A2,tip
tip,B2,tip
tiptoe,B2,tiptoe
tire,B1,tire
tired,A1,tired
tiredness,B2,tiredness
tiresome,B2,tiresome
tiring,B1,tire
tissue,B1,tissue
title,A2,title
to,A1,to
to,A1,to
toast,A2,toast
tobacco,B1,tobacco
today,A1,today
today,A1,today
toe,A2,toe
toenail,B2,toenail
together,A1,together
toil,B2,toil
toilet,A1,toilet
tolerant,B2,tolerant
tolerate,B2,tolerate
toll,B2,toll
tomato,A1,tomato
tomb,B2,tomb
tomorrow,A1,tomorrow
tomorrow,A1,tomorrow
ton,B2,ton
tone,A2,tone
tongue,B1,tongue
tonight,A1,tonight
tonight,A2,tonight
too,A1,too
tool,A1,tool
tooth,A1,tooth
toothache,A2,toothache
toothbrush,A2,toothbrush
toothpaste,B1,toothpaste
top,B1,top
top,A1,top
topic,A1,topic
torch,B2,torch
tornado,B1,tornado
tortoiseshell,B2,tortoiseshell
torture,B2,torture
toss,B1,toss
total,B1,total
total,B1,total
totally,B1,totally
touch,A1,touch
touch,B1,touch
tough,B2,tough
tour,A2,tour
tour,B1,tour
tour guide,A2,tour
tourism,B1,tourism
tourist,A2,tourist
tournament,B1,tournament
toward/towards,A2,toward
towel,A1,towel
tower,A1,tower
town,A1,town
toxic,B2,toxic
toy,A1,toy
trace,B1,trace
trace,B2,trace
track,A2,track
track,B2,track
tracksuit,B1,tracksuit
trade,A2,trade
trade,B2,trade
trader,B2,trader
tradition,A2,tradition
traditional,A2,traditional
traditionally,B1,traditionally
traffic,A2,traffic
traffic jam,B1,traffic
traffic light,A2,traffic
tragedy,B1,tragedy
tragic,B1,tragic
trail,B1,trail
trail,B2,trail
trailer,B2,trailer
train,A1,train
train,A2,train
trainee,B2,trainee
trainer,B2,trainer
training,A2,train
trait,B2,trait
traitor,B2,traitor
tram,A2,tram
tramp,B2,tramp
trample,B2,trample
transcript,B2,transcript
transfer,B2,transfer
transfer,B1,transfer
transform,B1,transform
transformation,B1,transformation
transfusion,B2,transfusion
transient,B2,transient
transistor,B2,transistor
transition,B2,transition
transitional,B1,transitional
transitive,B2,transitive
translate,B1,translate
translation,B2,translation
translator,B2,translator
transmission,B2,transmission
transmit,B2,transmit
transparent,B2,transparent
transport,B1,transport
transport,B2,transport
transportation,B1,transportation
trap,A2,trap
trash,B1,trash
travel,A2,travel
travel,A1,travel
travel agent,B1,travel
traveler/traveller,A2,traveler
traverse,B2,traverse
tray,B2,tray
tread,B2,tread
treasure,A2,treasure
treat,B1,treat
treat,B2,treat
treatment,B1,treatment
treaty,B2,treaty
tree,A1,tree
trek,B2,trek
tremble,B1,tremble
tremendous,B1,tremendous
tremendously,B2,tremendously
tremor,B2,tremor
trend,B1,trend
trial,B2,trial
triangle,B2,triangle
tribe,B2,tribe
trick,A2,trick
trick,B2,trick
tricky,B2,tricky
trigger,B1,trigger
trim,B1,trim
trio,B2,trio
trip,A1,trip
trip,B2,trip
triumph,B1,triumph
trivial,B2,trivial
trolley,B2,trolley
troop,B2,troop
trophy,B2,trophy
tropic,B2,tropic
tropical,B1,tropical
trouble,A2,trouble
trouble,B1,trouble
troublesome,B2,troublesome
trousers,A1,trouser
truck,A1,truck
true,A1,true
truly,A2,truly
trumpet,B1,trumpet
trunk,B2,trunk
trust,B2,trust
trust,A2,trust
trustworthy,B1,trustworthy
trusty,B2,trusty
truth,A2,truth
truthful,B2,truthful
truthfulness,B2,truthfulness
try,A1,try
try,A2,try
T-shirt/tee-shirt,A1,T
tub,B2,tub
tube,A1,tube
tuberculosis,B2,tuberculosis
Tuesday,A1,Tuesday
tug,B2,tug
tuition,B2,tuition
tulip,B2,tulip
tumble,B1,tumble
tumor/tumour,B2,tumor
tuna,B1,tuna
tune,A2,tune
tunnel,B2,tunnel
turbulence,B1,turbulence
turbulent,B2,turbulent
turkey,A1,turkey
turn,A1,turn
turn,A1,turn
turning,B1,turn
turtle,B1,turtle
tutor,B2,tutor
TV,A1,tv
twelve,A1,twelve
twenty,A1,twenty
twice,A2,twice
twin,B1,twin
twinkle,B2,twinkle
twist,B1,twist
twist,B1,twist
twisted,B2,twisted
two,A1,two
type,A1,type
type,B1,type
typhoid,B2,typhoid
typical,B1,typical
typically,B1,typically
tyranny,B2,tyranny
tyrant,B2,tyrant
ugly,A1,ugly
ultimate,B2,ultimate
ultimately,B2,ultimately
umbrella,A1,umbrella
unable,B1,unable
unacceptable,B2,unacceptable
unafraid,B1,unafraid
unashamedly,B2,unashamedly
unattractive,B2,unattractive
unauthorized/unauthorised,B2,unauthorized
unavailable,B2,unavailable
unaware,B2,unaware
unbearable,B2,unbearable
unbeatable,B2,unbeatable
unbelievable,B1,unbelievable
uncertain,A2,uncertain
uncertainty,B1,uncertainty
unchanged,B2,unchanged
uncharacteristic,B2,uncharacteristic
uncle,A1,uncle
unclear,B1,unclear
unclearly,B2,unclearly
uncomfortable,A2,uncomfortable
uncomfortably,B2,uncomfortably
uncommon,B2,uncommon
unconcerned,B2,unconcerned
unconscious,B2,unconscious
uncontrollable,B1,uncontrollable
uncover,B1,uncover
under,A1,under
underage,B1,underage
underestimate,B2,underestimate
undergo,B1,undergo
undergraduate,B2,undergraduate
underground,B2,underground
underground,B2,underground
underline,A1,underline
underline,B1,underline
underneath,B2,underneath
underneath,B1,underneath
underpants,B1,underpant
undersea,B2,undersea
understand,A2,understand
understandable,B2,understandable
understanding,B2,understand
understanding,B2,understand
undertake,B2,undertake
underwater,A2,underwater
underwater,B2,underwater
underwear,B2,underwear
undo,B1,undo
undoubtedly,B2,undoubtedly
undreamed,B2,undreame
undress,B1,undress
undressed,B2,undressed
unease,B2,unease
uneasily,B2,uneasily
uneasy,A2,uneasy
unemployed,B1,unemployed
unemployment,B1,unemployment
unenthusiastic,B2,unenthusiastic
uneven,B2,uneven
unexpected,B1,unexpected
unexpectedly,B1,unexpectedly
unfair,A2,unfair
unfairly,B1,unfairly
unfamiliar,B2,unfamiliar
unfashionable,B2,unfashionable
unfit,B1,unfit
unfold,B1,unfold
unforeseen,B2,unforeseen
unforgettable,A2,unforgettable
unfortunate,B1,unfortunate
unfortunately,A2,unfortunately
unfriendly,B1,unfriendly
ungodly,B2,ungodly
unhappiness,B2,unhappiness
unhappy,A2,unhappy
unhealthy,A2,unhealthy
unheard,B1,unheard
unhelpful,B2,unhelpful
uniform,A2,uniform
uniform,A2,uniform
unify,B1,unify
unimaginable,B2,unimaginable
unimaginably,B2,unimaginably
unimportant,A2,unimportant
uninterested,B1,uninterested
uninteresting,B1,unintereste
union,B1,union
unique,B1,unique
unit,A2,unit
unite,B1,unite
united,B2,unite
universal,B2,universal
universe,B1,universe
university,A2,university
unjustly,B2,unjustly
unkind,B2,unkind
unknown,A2,unknown
unless,B1,unless
unlike,A2,unlike
unlike,B2,unlike
unlikely,B1,unlikely
unlimited,B2,unlimited
unload,B2,unload
unlock,B2,unlock
unlucky,B1,unlucky
unmistakable,B2,unmistakable
unmistakably,B2,unmistakably
unnatural,B2,unnatural
unnecessary,A2,unnecessary
unofficial,B2,unofficial
unpack,B1,unpack
unpleasant,A2,unpleasant
unpopular,B2,unpopular
unpredictable,B1,unpredictable
unrealistic,B2,unrealistic
unreasonable,B2,unreasonable
unrelated,B1,unrelated
unreliable,B2,unreliable
unrest,B2,unrest
unsafe,B2,unsafe
unsatisfactory,B2,unsatisfactory
unselfish,B2,unselfish
unstoppable,B2,unstoppable
unsuccessful,B2,unsuccessful
unsuitable,B2,unsuitable
unsure,B2,unsure
untalented,B2,untalente
unthinkably,B2,unthinkably
untidy,B1,untidy
untie,B2,untie
until,B1,until
until,A1,until
unto,B2,unto
untreated,B2,untreated
untrimmed,B2,untrimme
unusual,A2,unusual
unusually,B1,unusually
unusualness,B2,unusualness
unwanted,B1,unwanted
unwell,B1,unwell
unwilling,B2,unwilling
unwise,B2,unwise
unworldly,B2,unworldly
up,A2,up
up,A1,up
upbringing,B2,upbringe
update,B2,update
update,B1,update
upgrade,B2,upgrade
upgrade,B2,upgrade
uplifted,B1,uplifted
upload,B1,upload
upon,A2,upon
upper,B1,upper
upright,B2,upright
upright,B2,upright
upset,A2,upset
upset,B2,upset
upside down,B2,upside
upside down,B2,upside
upstairs,B1,upstairs
upstairs,A2,upstairs
upstairs,B1,upstairs
up-to-date,B1,up
upward,B1,upward
urban,B2,urban
urge,B1,urge
urge,B2,urge
urgent,B1,urgent
urgently,B2,urgently
us,A1,we
usage,B1,usage
use,A2,use
use,A1,use
used,A2,use
used to,B1,use
useful,A2,useful
useless,B1,useless
user,B2,user
usher,B2,usher
usual,A2,usual
usually,A1,usually
utility,B2,utility
utilize/utilise,B2,utilize
utter,B2,utter
utterly,B2,utterly
vacancy,B1,vacancy
vacant,B2,vacant
vacation,A1,vacation
vaccine,B2,vaccine
vague,B1,vague
vain,B1,vain
valentine,B2,valentine
valid,B2,valid
valley,A2,valley
valuable,B1,valuable
value,A2,value
value,B2,value
van,B1,van
vanish,B2,vanish
vanity,B2,vanity
variation,B2,variation
varied,B2,varied
variety,B1,variety
various,B1,various
vary,B1,vary
vase,A1,vase
vast,B1,vast
vegetable,A1,vegetable
vegetarian,B1,vegetarian
vegetarian,B1,vegetarian
vehicle,B1,vehicle
vein,B1,vein
venture,B2,venture
venue,B2,venue
verb,A2,verb
verbal,B2,verbal
verbally,B2,verbally
verse,B2,verse
verse,B2,verse
version,B2,version
versus,B2,versus
very,B2,very
very,A1,very
vessel,B1,vessel
vet,B1,vet
veteran,B2,veteran
via,B1,via
vibrate,B2,vibrate
vibration,B2,vibration
vice,B1,vice
vice president,B1,vice
victim,B1,victim
victory,B1,victory
video,A1,video
